"New Sort","Original Sort","Year","Trip","Ship","Comments","Transit","Arrival","Departure","Port","Port City","Port State","Port Country","Area","Original Date Span","Original Complete Port","","","","","","","","","",""
"902","999","","","","","11","02/08/90","02/10/90","2","Saipan","Northern Mariana Islands","Northern Mariana Islands","South Pacific","08-10 Feb 90","Saipan, Marianas Islands","","","","","","","","","",""
"903","1000","","","","Rerouted to Bitung by request","","","","","Cebu City","","Philippines","","","Cebu City, Philippines","","","","","","","","","",""
"904","1001","","","","new Indonesia Maritime Academy","","02/14/90","02/17/90","3","Bitung","","Indonesia","","14-17 Feb 90","Bitung, Indonesia","","","","","","","","","",""
"905","1002","","","","","4","02/21/90","02/25/90","4","Hong Kong","","China","","21-25 Feb 90","Hong Kong, B.C.C.","","","","","","","","","",""
"906","1003","","","","","5","03/02/90","03/04/90","2","Apra","Guam","","South Pacific","02-04 Mar 90","Apra, Guam, Marianas","","","","","","","","","",""
"907","1004","","","","only to clear customs","9","03/13/90","","0","Honolulu","Hawaii","USA","","03/13/90","Honolulu, Hawaii","","","","","","","","","",""
"908","1005","","","","","","03/14/90","03/18/90","4","Kailua-Kona","Hawaii","USA","","14-18 Mar 90","Kailua-Kona, Hawaii","","","","","","","","","",""
"909","1006","","","","15,952 miles","5","03/23/90","03/23/90","0","Vallejo","California","USA","","03/23/90","Vallejo","","","","","","","","","",""
"910","","","","","","","","","","","","","","","","","","","","","","","","",""
"911","1009","1990-2","Mini-Cruise","Golden Bear II","","","05/18/90","05/18/90","0","Vallejo","California","USA","","05/18/90","Vallejo","","","","","","","","","",""
"912","1010","","","","Port Day Celebration","0","05/18/90","05/20/90","2","Richmond","California","USA","","18-20 May 90","Richmond","","","","","","","","","",""
"913","1011","","","","","0","05/20/90","05/20/90","0","Vallejo","California","USA","","05/20/90","Vallejo","","","","","","","","","",""
"914","","","","","","","","","","","","","","","","","","","","","","","","",""
"915","1014","1991","S. America","Golden Bear II","","","01/17/91","01/17/91","0","Vallejo","California","USA","","01/17/91","Vallejo","","","","","","","","","",""
"916","1015","","","","Underway Training","4","01/21/91","01/24/91","3","Cabo San Lucas","Baja California","Mexico","","21-24 Jan 91","Cabo San Lucas","","","","","","","","","",""
"917","1016","","","","","1","01/25/91","01/27/91","2","Zihuatanejo","","Mexico","","25-27 Jan 91","Zihuatenejo, Mexico","","","","","","","","","",""
"918","1017","","","","","10","02/06/91","02/10/91","4","Valparaiso","","Chile","","06-10 Feb 91","Valparaiso, Chile","","","","","","","","","",""
"919","1018","","","","first visit since 1932","8","02/18/91","02/22/91","4","Buenos Aries","","Argentina","","18-22 Feb 91","Buenos Aries, Argentina","","","","","","","","","",""
"920","1019","","","","","0","02/22/91","02/24/91","2","Montevideo","","Uruguay","","22-24 Feb 91","Montevideo, Uruguay","","","","","","","","","",""
"921","1020","","","","","4","02/28/91","03/02/91","2","Punta Arenas, Chile","","Chile","","28 Feb-02 Mar 91","Punta Arenas, Chile","","","","","","","","","",""
"922","1021","","","","Exploration","","","","","Galapagos Islands","","Ecuador","","","Galapagos Islands","","","","","","","","","",""
"923","1022","","","","","","03/08/91","03/10/91","2","Antofagasta","","Chile","","08-10 Mar 91","Antofagasta, Chile","","","","","","","","","",""
"924","1023","","","","? Port Angel Mex ?","9","03/19/91","03/23/91","4","Mazatlan","Sinaloa","Mexico","","19-23 Mar 91","Mazatlan, Mexico","","","","","","","","","",""
"925","1024","","","","","3","03/26/91","03/28/91","2","San Diego","California","USA","","26-28 Mar 91","San Diego","","","","","","","","","",""
"926","1025","","","","16,388 miles","1","03/29/91","03/29/91","0","Vallejo","California","USA","","03/29/91","Vallejo","","","","","","","","","",""
"927","","","","","","","","","","","","","","","","","","","","","","","","",""
"928","1028","1992","""Down Under""","Golden Bear II","","","01/15/92","01/15/92","0","Vallejo","California","USA","","01/15/92","Vallejo","","","","","","","","","",""
"929","1029","","","","","0","01/15/92","01/19/92","4","Sacramento","California","USA","","15-19 Jan 92","Sacramento","","","","","","","","","",""
"930","1030","","","","Underway Training","7","01/26/92","01/29/92","3","Lahaina Roads","Hawaii","USA","","26-29 Jan 92","Lahaina Roads, Hawaii","","","","","","","","","",""
"931","1031","","","","","1","01/30/92","02/01/92","2","Honolulu","Hawaii","USA","","30 Jan-01 Feb 92","Honolulu","","","","","","","","","",""
"932","1032","","","","","9","02/10/92","02/12/92","2","Nukualofa","","Tonga","South Pacific","10-12 Feb 92","Nukualofa, Tonga Islands","","","","","","","","","",""
"933","1033","","","","","5","02/17/92","02/21/92","4","Sydney","","Australia","","17-21 Feb 92","Sydney, Australia","","","","","","","","","",""
"934","1034","","","","","4","02/25/92","02/29/92","4","Cairns","Queensland","Australia","","25-29 Feb 92","Cairns, Australia","","","","","","","","","",""
"935","1035","","","","","6","03/06/92","03/07/92","1","Majuro Atoll","Marshall Islands","","South Pacific","06-07 Mar 92","Majuro Atoll, Marshall Islands","","","","","","","","","",""
"936","1036","","","","","5","03/12/92","03/14/92","2","Honolulu","Hawaii","USA","","12-14 Mar 92","Honolulu","","","","","","","","","",""
"937","1037","","","","","7","03/21/92","03/23/92","2","Seattle","Washington","USA","","21-23 Mar 92","Seattle","","","","","","","","","",""
"938","1038","","","","","1","03/24/92","03/25/92","1","Astoria","Oregon","USA","","24-25 Mar 92","Astoria, Oregon","","","","","","","","","",""
"939","1039","","","","15,420 miles","2","03/27/92","03/27/92","0","Vallejo","California","USA","","03/27/92","Vallejo","","","","","","","","","",""
"940","","","","","","","","","","","","","","","","","","","","","","","","",""
"941","1042","1993-1","Mini-Cruise","Golden Bear II","","","03/26/93","03/26/93","0","Vallejo","California","USA","","03/26/93","Vallejo","","","","","","","","","",""
"942","1043","","","","cadet ""shakedown"" cruise","1","03/27/93","03/27/93","0","Farallon Islands","California","USA","","03/27/93","Farallon Islands","","","","","","","","","",""
"943","1044","","","","","","","","","Richmond","California","USA","Anchorage","","Richmond anchorage","","","","","","","","","",""
"944","1045","","","","","","03/28/93","03/28/93","0","Vallejo","California","USA","","03/28/93","Vallejo","","","","","","","","","",""
"945","","","","","","","","","","","","","","","","","","","","","","","","",""
"946","1048","1993-2","Alaska","Golden Bear II","","","05/03/93","05/03/93","0","Vallejo","California","USA","","05/03/93","Vallejo","","","","","","","","","",""
"947","1049","","","","Los Angeles","1","05/04/93","05/06/93","2","Long Beach","California","USA","","04-06 May 93","Long Beach","","","","","","","","","",""
"948","1050","","","","","11","05/17/93","05/19/93","2","Lahaina Roads","Hawaii","USA","","17-19 May 93","Lahaina Roads, Maui, Hawaii","","","","","","","","","",""
"949","1051","","","","","8","05/27/93","05/30/93","3","Cabo San Lucas","Baja California","Mexico","","27-30 May 93","Cabo San Lucas, Mex","","","","","","","","","",""
"950","1052","","","","fuel stop only","3","06/02/93","","0","Long Beach","California","USA","","06/02/93","Long Beach","","","","","","","","","",""
"951","1053","","","","","","06/04/93","06/06/93","2","Victoria","British Columbia","Canada","","04-06 Jun 93","Victoria, B.C.","","","","","","","","","",""
"952","1054","","","","","3","06/09/93","06/10/93","1","Sitka","Alaska","USA","","09-10 Jun 93","Sitka, Alaska","","","","","","","","","",""
"953","1055","","","","went to Glacier Bay and Juneau","","","","","Kodiak","Alaska","USA","","","Kodiak, Alaska","","","","","","","","","",""
"954","1056","","","","","","06/11/93","","0","Glacier Bay","Alaska","USA","","06/11/93","Glacier Bay, Alaska","","","","","","","","","",""
"955","1057","","","","and Valdez","","06/13/93","","0","Prince William Sound","Alaska","USA","","06/13/93","Prince William Sound","","","","","","","","","",""
"956","1058","","","","","","06/14/93","06/17/93","3","Juneau","Alaska","USA","","14-17 Jun 93","Juneau, Alaska","","","","","","","","","",""
"957","1059","","","","","1","06/18/93","06/20/93","2","Ketchikan","Alaska","USA","","18-20 Jun 93","Ketchikan, Alaska","","","","","","","","","",""
"958","1060","","","","","3","06/23/93","06/25/93","2","Eureka","California","USA","","23-25 Jun 93","Eureka, Calif.","","","","","","","","","",""
"959","1061","","","","10,081 miles","1","06/26/93","06/26/93","0","Vallejo","California","USA","","06/26/93","Vallejo","","","","","","","","","",""
"960","","","","","","","","","","","","","","","","","","","","","","","","",""
"961","1064","1993-3","Mini-Cruise","Golden Bear II","PortFest '93","","10/15/93","10/15/93","0","Vallejo","California","USA","","10/15/93","Vallejo","","","","","","","","","",""
"962","1065","","","","for Gov. signing approval of","0","10/15/93","10/16/93","1","Sacramento","California","USA","","15-16 Oct 93","Sacramento","","","","","","","","","",""
"963","1066","","","","CMA getting into CSU system.","1","10/17/93","10/17/93","0","Vallejo","California","USA","","10/17/93","Vallejo","","","","","","","","","",""
"964","","","","","","","","","","","","","","","","","","","","","","","","",""
"965","1069","1994","Russia","Golden Bear II","","","05/02/94","05/02/94","0","Vallejo","California","USA","","05/02/94","Vallejo","","","","","","","","","",""
"966","1070","","","","first underway replenishment","9","05/11/94","05/15/94","4","Honolulu","Hawaii","USA","","11-15 May 94","Honolulu","","","","","","","","","",""
"967","1071","","","","","14","05/29/94","05/31/94","2","Busan","","Korea","","29-31 May 94","Pusan, Korea","","","","","","","","","",""
"968","1072","","","","","6","06/06/94","06/08/94","2","Vladivostok","","Russia","","06-08 Jun 94","Vladivostok, Russia","","","","","","","","","",""
"969","1073","","","","","9","06/17/94","06/19/94","2","Kodiak","Alaska","USA","","17-19 Jun 94","Kodiak, Alaska","","","","","","","","","",""
"970","1074","","","","","4","06/23/94","06/24/94","1","Seattle","Washington","USA","","23-24 Jun 94","Seattle","","","","","","","","","",""
"971","1075","","","","","3","06/27/94","06/27/94","0","Vallejo","California","USA","","06/27/94","Vallejo","","","","","","","","","",""
"972","","","","","","","","","","","","","","","","","","","","","","","","",""
"973","1078","1995-1","Mini-Cruise","Golden Bear II","orientation / training","","04/07/95","04/07/95","0","Vallejo","California","USA","","04/07/95","Vallejo","","","","","","","","","",""
"974","1079","","","","","1","04/08/95","04/08/95","0","Vallejo","California","USA","","04/08/95","Vallejo","","","","","","","","","",""
"975","","","","","","","","","","","","","","","","","","","","","","","","",""
"976","1082","1995-2","East Pacific","Golden Bear II","","","04/26/95","04/26/95","0","Vallejo","California","USA","","04/26/95","Vallejo","","","","","","","","","",""
"977","1083","","","","","12","05/08/95","05/10/95","2","Nawiliwili","Hawaii","USA","","08-10 May 95","Nawiliwili, Kauai, Hawaii","","","","","","","","","",""
"978","1084","","","","","7","05/17/95","05/21/95","4","Hilo","Hawaii","USA","","17-21 May 95","Hilo, Hawaii","","","","","","","","","",""
"979","1085","","","","","9","05/30/95","06/01/95","2","San Francisco","California","USA","","30 May-01 Jun 95","San Francisco","","","","","","","","","",""
"980","1086","","","","","5","06/06/95","06/07/95","1","Mazatlan","Sinaloa","Mexico","","06-07 Jun 95","Mazatlan, Mexico","","","","","","","","","",""
"981","1087","","","","","5","06/12/95","06/13/95","1","Cabo San Lucas","Baja California","Mexico","","12-13 Jun 95","Cabo San Lucas, Mexico","","","","","","","","","",""
"982","1088","","","","","4","06/17/95","06/19/95","2","San Diego","California","USA","","17-19 Jun 95","San Diego","","","","","","","","","",""
"983","1089","","","","","3","06/22/95","06/24/95","2","Coos Bay","Oregon","USA","","22-24 Jun 95","Coos Bay, Oregon","","","","","","","","","",""
"984","1090","","","","Last run for old TSGB2","2","06/26/95","06/26/95","0","Vallejo","California","USA","","06/26/95","Vallejo","","","","","","","","","",""
"985","","","","","","","","","","","","","","","","","","","","","","","","",""
"986","1093","1996-1","East Pacific","Golden Bear III","first cruise for new ""Square Bear""","","04/23/96","04/23/96","0","Alameda","California","USA","","04/23/96","Alameda","","","","","","","","","",""
"987","1094","","","","orientation / training","0","04/23/96","04/25/96","2","Farallon Islands","California","USA","","23-25 Apr 96","Farallon Islands","","","","","","","","","",""
"988","1095","","","","","0","04/25/96","05/09/96","14","Oakland","California","USA","Navy Supply Center","25 Apr-09 May 96","NSC Oakland","","","","","","","","","",""
"989","1096","","","","","4","05/13/96","05/16/96","3","San Diego","California","USA","","13-16 May 96","San Diego","","","","","","","","","",""
"990","1097","","","","Underway Anchor Training","4","05/20/96","05/20/96","0","Santa Catalina Island","California","USA","","05/20/96","Catalina Islands","","","","","","","","","",""
"991","1098","","","","","1","05/21/96","05/24/96","3","San Pedro","California","USA","","21-24 May 96","San Pedro","","","","","","","","","",""
"992","1099","","","","","9","06/02/96","06/05/96","3","Cabo San Lucas","Baja California","Mexico","","02-05 Jun 96","Cabo San Lucas, Mexico","","","","","","","","","",""
"993","1100","","","","","9","06/14/96","06/17/96","3","Seattle","Washington","USA","","14-17 Jun 96","Seattle","","","","","","","","","",""
"994","1101","","","","Underway Training","4","06/21/96","06/24/96","3","Santa Catalina Island","California","USA","","21-24 Jun 96","Catalina Islands","","","","","","","","","",""
"995","1102","","","","temp moorings","2","06/26/96","06/26/96","0","Oakland","California","USA","","06/26/96","Oakland","","","","","","","","","",""
"996","1105","","","","Towed to new moorings at CMA Vallejo","49","08/14/96","08/14/96","0","Vallejo","California","USA","","08/14/96","Vallejo ","","","","","","","","","",""
"997","","","","","","","","","","","","","","","","","","","","","","","","",""
"998","1108","1996-2","Mini-Cruise","Golden Bear III","","","09/13/96","09/13/96","0","Vallejo","California","USA","","09/13/96","Vallejo","","","","","","","","","",""
"999","1109","","","","PortFest '96","0","09/13/96","09/15/96","2","Sacramento","California","USA","","13-15 Sep 96","Sacramento","","","","","","","","","",""
